,country_id,country,league,season,stage,date,match_year,match_api_id,team_flag,team_api_id,team_long_name,team_short_name,team_goals,result,points,player_api_id,player_name,birthday,height,weight,cumpoints
135103,1729,England,Premier League,2015/2016,8,2015-10-04,2015,1988780,home_team,9825,Arsenal,ARS,3,won,3,159594,Francis Coquelin,1991-05-13,177.8,163,16
134721,1729,England,Premier League,2015/2016,9,2015-10-17,2015,1988798,away_team,9825,Arsenal,ARS,3,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,19
134634,1729,England,Premier League,2015/2016,10,2015-10-24,2015,1988800,home_team,9825,Arsenal,ARS,2,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,22
134722,1729,England,Premier League,2015/2016,11,2015-10-31,2015,1988816,away_team,9825,Arsenal,ARS,3,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,25
76622,1729,England,Premier League,2015/2016,12,2015-11-08,2015,1988820,home_team,9825,Arsenal,ARS,1,draw,1,26154,Mathieu Debuchy,1985-07-28,177.8,168,26
134723,1729,England,Premier League,2015/2016,13,2015-11-21,2015,1988839,away_team,9825,Arsenal,ARS,1,lost,0,46539,Laurent Koscielny,1985-09-10,185.42,165,26
134724,1729,England,Premier League,2015/2016,14,2015-11-29,2015,1988846,away_team,9825,Arsenal,ARS,1,draw,1,46539,Laurent Koscielny,1985-09-10,185.42,165,27
134636,1729,England,Premier League,2015/2016,15,2015-12-05,2015,1988850,home_team,9825,Arsenal,ARS,3,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,30
134725,1729,England,Premier League,2015/2016,16,2015-12-13,2015,1988860,away_team,9825,Arsenal,ARS,2,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,33
134637,1729,England,Premier League,2015/2016,17,2015-12-21,2015,1988870,home_team,9825,Arsenal,ARS,2,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,36
134726,1729,England,Premier League,2015/2016,18,2015-12-26,2015,1988886,away_team,9825,Arsenal,ARS,0,lost,0,46539,Laurent Koscielny,1985-09-10,185.42,165,36
141874,1729,England,Premier League,2015/2016,19,2015-12-28,2015,1988890,home_team,9825,Arsenal,ARS,2,won,3,46469,Olivier Giroud,1986-09-30,193.04,194,39
134638,1729,England,Premier League,2015/2016,20,2016-01-02,2016,1988900,home_team,9825,Arsenal,ARS,1,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,42
134727,1729,England,Premier League,2015/2016,21,2016-01-13,2016,1988913,away_team,9825,Arsenal,ARS,3,draw,1,46539,Laurent Koscielny,1985-09-10,185.42,165,43
134728,1729,England,Premier League,2015/2016,22,2016-01-17,2016,1988927,away_team,9825,Arsenal,ARS,0,draw,1,46539,Laurent Koscielny,1985-09-10,185.42,165,44
134639,1729,England,Premier League,2015/2016,23,2016-01-24,2016,1988930,home_team,9825,Arsenal,ARS,0,lost,0,46539,Laurent Koscielny,1985-09-10,185.42,165,44
134640,1729,England,Premier League,2015/2016,24,2016-02-02,2016,1988940,home_team,9825,Arsenal,ARS,0,draw,1,46539,Laurent Koscielny,1985-09-10,185.42,165,45
134729,1729,England,Premier League,2015/2016,25,2016-02-07,2016,1988951,away_team,9825,Arsenal,ARS,2,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,48
134641,1729,England,Premier League,2015/2016,26,2016-02-14,2016,1988960,home_team,9825,Arsenal,ARS,2,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,51
134730,1729,England,Premier League,2015/2016,27,2016-02-28,2016,1988972,away_team,9825,Arsenal,ARS,2,lost,0,46539,Laurent Koscielny,1985-09-10,185.42,165,51
135107,1729,England,Premier League,2015/2016,28,2016-03-02,2016,1988980,home_team,9825,Arsenal,ARS,1,lost,0,159594,Francis Coquelin,1991-05-13,177.8,163,51
17752,1729,England,Premier League,2015/2016,29,2016-03-05,2016,1988997,away_team,9825,Arsenal,ARS,2,draw,1,339992,Mohamed Elneny,1992-07-11,180.34,157,52
17750,1729,England,Premier League,2015/2016,30,2016-04-21,2016,1989000,home_team,9825,Arsenal,ARS,2,won,3,339992,Mohamed Elneny,1992-07-11,180.34,157,55
17753,1729,England,Premier League,2015/2016,31,2016-03-19,2016,1989012,away_team,9825,Arsenal,ARS,2,won,3,339992,Mohamed Elneny,1992-07-11,180.34,157,58
17748,1729,England,Premier League,2015/2016,32,2016-04-02,2016,1989020,home_team,9825,Arsenal,ARS,4,won,3,339992,Mohamed Elneny,1992-07-11,180.34,157,61
17754,1729,England,Premier League,2015/2016,33,2016-04-09,2016,1989039,away_team,9825,Arsenal,ARS,3,draw,1,339992,Mohamed Elneny,1992-07-11,180.34,157,62
17749,1729,England,Premier League,2015/2016,34,2016-04-17,2016,1989040,home_team,9825,Arsenal,ARS,1,draw,1,339992,Mohamed Elneny,1992-07-11,180.34,157,63
17755,1729,England,Premier League,2015/2016,35,2016-04-24,2016,1989057,away_team,9825,Arsenal,ARS,0,draw,1,339992,Mohamed Elneny,1992-07-11,180.34,157,64
17751,1729,England,Premier League,2015/2016,36,2016-04-30,2016,1989060,home_team,9825,Arsenal,ARS,1,won,3,339992,Mohamed Elneny,1992-07-11,180.34,157,67
17756,1729,England,Premier League,2015/2016,37,2016-05-08,2016,1989075,away_team,9825,Arsenal,ARS,2,draw,1,339992,Mohamed Elneny,1992-07-11,180.34,157,68
134646,1729,England,Premier League,2015/2016,38,2016-05-15,2016,1987597,home_team,9825,Arsenal,ARS,4,won,3,46539,Laurent Koscielny,1985-09-10,185.42,165,71
